location_id,sku_id,on_hand_qty,safety_stock,reorder_point,unit_cost,last_updated
BR028,SKU0024,57,15,68,5.21,2025-09-16
BR028,SKU0025,71,20,43,5.72,2025-12-25
BR028,SKU0026,64,29,26,10.02,2025-12-20
BR028,SKU0027,46,25,21,5.26,2025-10-05
BR028,SKU0028,50,18,55,12.45,2025-12-12
BR028,SKU0029,62,14,32,14.49,2025-09-20
BR028,SKU0030,49,15,24,4.98,2025-10-06
BR028,SKU0031,62,19,25,9.34,2025-11-24
BR028,SKU0032,55,12,34,6.37,2025-10-06
BR028,SKU0033,58,24,62,6.15,2025-09-29
BR028,SKU0034,52,27,27,2.98,2025-11-29
BR028,SKU0035,56,27,46,5.19,2025-12-28
BR028,SKU0036,56,26,28,1.45,2025-09-22
BR028,SKU0037,53,26,36,2.03,2025-12-10
BR028,SKU0038,51,21,30,11.37,2025-09-02
BR028,SKU0039,65,19,56,5.96,2025-11-25
BR028,SKU0040,72,18,54,14.63,2025-09-08
BR028,SKU0041,71,15,61,14.16,2025-09-21
BR028,SKU0042,71,27,30,1.64,2025-10-01
BR028,SKU0043,61,19,21,8.57,2025-11-17
BR028,SKU0044,57,11,22,6.86,2025-09-04
BR028,SKU0045,57,12,51,8.27,2025-11-01
BR028,SKU0046,61,17,24,1.88,2025-09-05
BR028,SKU0047,48,18,49,11.83,2025-10-30
BR028,SKU0048,59,11,21,9.51,2025-11-10
BR028,SKU0049,67,14,40,2.46,2025-09-07
BR028,SKU0050,51,27,38,14.38,2025-12-02
BR028,SKU0051,60,28,33,4.4,2025-10-04
BR028,SKU0052,69,17,55,11.16,2025-11-12
BR028,SKU0053,74,13,32,2.74,2025-12-23
BR028,SKU0054,41,17,37,13.11,2025-12-08
BR028,SKU0055,74,27,51,5.91,2025-10-24
BR028,SKU0056,63,14,24,11.46,2025-12-05
BR028,SKU0057,76,12,32,9.84,2025-12-25
BR028,SKU0058,75,11,27,9.86,2025-09-03
BR028,SKU0059,48,15,36,8.54,2025-09-07
BR028,SKU0060,66,20,53,6.54,2025-09-23
BR028,SKU0061,59,17,52,5.92,2025-09-16
BR028,SKU0062,62,23,66,8.14,2025-11-17
BR028,SKU0063,58,15,31,6.34,2025-11-08
BR028,SKU0064,66,14,55,11.15,2025-10-12
BR028,SKU0065,58,15,27,14.66,2025-12-08
BR028,SKU0066,43,26,52,9.55,2025-11-25
BR028,SKU0067,55,14,59,8.57,2025-12-17
BR028,SKU0068,60,21,55,1.34,2025-10-21
BR028,SKU0069,71,24,48,9.81,2025-10-13
BR028,SKU0070,59,29,55,1.87,2025-10-23
BR028,SKU0071,47,24,29,14.72,2025-09-02
BR028,SKU0072,74,23,52,2.03,2025-09-25
BR028,SKU0073,65,20,33,6.41,2025-10-05
BR028,SKU0074,57,11,24,14.59,2025-10-01
BR028,SKU0075,60,12,46,11.89,2025-12-22
BR028,SKU0076,57,12,26,7.06,2025-10-02
BR028,SKU0077,65,24,63,14.63,2025-12-18
BR028,SKU0078,54,10,22,14.0,2025-11-12
BR028,SKU0079,58,16,46,9.86,2025-11-20
BR028,SKU0080,72,12,33,11.56,2025-12-21
BR029,SKU0001,71,10,45,4.33,2025-09-28
BR029,SKU0002,56,12,50,7.78,2025-09-27
BR029,SKU0003,67,27,56,12.6,2025-10-11
BR029,SKU0004,62,20,57,8.5,2025-10-25
BR029,SKU0005,56,17,41,2.17,2025-12-05
BR029,SKU0006,60,14,40,2.9,2025-12-19
BR029,SKU0007,43,22,65,10.48,2025-10-10
BR029,SKU0008,54,19,34,8.06,2025-09-21
BR029,SKU0009,72,16,38,2.77,2025-10-29
BR029,SKU0010,50,14,42,14.56,2025-11-04
BR029,SKU0011,69,26,64,1.41,2025-11-17
BR029,SKU0012,65,12,26,12.24,2025-12-23
BR029,SKU0013,46,10,56,2.7,2025-09-24
BR029,SKU0014,61,28,51,5.48,2025-10-28
BR029,SKU0015,57,17,67,10.94,2025-10-03
BR029,SKU0016,54,17,65,8.52,2025-11-18
BR029,SKU0017,70,24,50,12.75,2025-10-21
BR029,SKU0018,71,26,35,3.8,2025-12-18
BR029,SKU0019,58,14,34,9.54,2025-10-01
BR029,SKU0020,52,10,66,9.77,2025-11-22
BR029,SKU0021,69,11,63,4.74,2025-09-21
BR029,SKU0022,57,19,68,12.48,2025-10-07
BR029,SKU0023,63,23,35,3.11,2025-12-23
BR029,SKU0024,53,28,35,7.51,2025-09-16
BR029,SKU0025,46,10,62,11.13,2025-11-10
BR029,SKU0026,62,20,20,3.08,2025-09-18
BR029,SKU0027,59,29,23,13.7,2025-11-13
BR029,SKU0028,53,23,32,14.43,2025-10-18
BR029,SKU0029,64,25,65,2.65,2025-10-19
BR029,SKU0030,57,27,63,4.78,2025-09-09
BR029,SKU0031,53,14,61,9.78,2025-12-25
BR029,SKU0032,45,11,44,9.9,2025-09-14
BR029,SKU0033,54,28,69,6.31,2025-09-21
BR029,SKU0034,75,21,54,8.81,2025-10-18
BR029,SKU0035,67,16,52,4.65,2025-12-09
BR029,SKU0036,72,19,42,6.8,2025-10-03
BR029,SKU0037,63,12,55,1.57,2025-11-28
BR029,SKU0038,59,16,25,8.47,2025-12-13
BR029,SKU0039,54,29,21,6.06,2025-11-06
BR029,SKU0040,66,27,27,1.88,2025-12-10
BR029,SKU0041,58,15,68,11.66,2025-10-28
BR029,SKU0042,56,28,32,6.5,2025-10-29
BR029,SKU0043,51,28,40,12.1,2025-12-16
BR029,SKU0044,64,18,34,12.59,2025-10-04
BR029,SKU0045,71,21,48,6.34,2025-12-24
BR029,SKU0046,57,26,51,5.77,2025-11-13
BR029,SKU0047,63,28,61,1.34,2025-12-17
BR029,SKU0048,60,13,56,8.48,2025-10-02
BR029,SKU0049,74,21,69,13.5,2025-11-18
BR029,SKU0050,64,25,30,3.67,2025-12-07
BR029,SKU0051,56,10,29,14.23,2025-12-06
BR029,SKU0052,61,28,53,10.36,2025-09-25
BR029,SKU0053,53,28,20,7.38,2025-11-24
BR029,SKU0054,77,27,69,7.68,2025-10-22
BR029,SKU0055,59,29,49,3.62,2025-10-17
BR029,SKU0056,53,27,32,3.34,2025-12-12
BR029,SKU0057,52,20,62,1.69,2025-09-11
BR029,SKU0058,57,14,28,10.51,2025-10-31
BR029,SKU0059,57,21,62,4.91,2025-10-07
BR029,SKU0060,54,11,33,4.1,2025-11-09
BR029,SKU0061,60,23,22,11.28,2025-10-24
BR029,SKU0062,40,16,36,10.21,2025-12-16
BR029,SKU0063,59,17,67,11.2,2025-10-08
BR029,SKU0064,47,10,41,8.89,2025-12-11
BR029,SKU0065,61,21,28,8.73,2025-09-11
BR029,SKU0066,52,21,37,1.28,2025-11-19
BR029,SKU0067,52,14,28,4.61,2025-12-10
BR029,SKU0068,55,15,59,10.99,2025-10-01
BR029,SKU0069,68,17,52,1.03,2025-12-02
BR029,SKU0070,66,15,30,12.23,2025-09-17
BR029,SKU0071,57,25,20,12.14,2025-09-10
BR029,SKU0072,53,10,44,7.0,2025-11-30
BR029,SKU0073,70,22,41,4.22,2025-11-08
BR029,SKU0074,53,17,45,13.17,2025-11-10
BR029,SKU0075,75,15,59,10.79,2025-11-20
BR029,SKU0076,68,19,62,12.01,2025-11-04
BR029,SKU0077,50,17,37,10.27,2025-10-10
BR029,SKU0078,56,10,50,5.45,2025-11-01
BR029,SKU0079,53,29,31,3.04,2025-10-28
BR029,SKU0080,61,17,24,7.49,2025-09-09
BR030,SKU0001,68,11,38,12.78,2025-12-29
BR030,SKU0002,57,11,55,8.7,2025-10-25
BR030,SKU0003,74,29,31,11.28,2025-10-07
BR030,SKU0004,56,11,44,1.44,2025-11-02
BR030,SKU0005,61,11,25,14.85,2025-09-09
BR030,SKU0006,55,25,21,5.72,2025-09-03
BR030,SKU0007,60,14,20,3.57,2025-12-07
BR030,SKU0008,55,22,61,1.37,2025-10-12
BR030,SKU0009,70,24,53,11.82,2025-10-15
BR030,SKU0010,53,18,42,1.74,2025-12-02
BR030,SKU0011,59,22,43,6.25,2025-12-27
BR030,SKU0012,50,15,59,9.84,2025-12-09
BR030,SKU0013,60,18,34,4.28,2025-11-15
BR030,SKU0014,64,29,26,11.34,2025-11-14
BR030,SKU0015,67,28,53,8.57,2025-09-20
BR030,SKU0016,56,10,39,13.4,2025-11-30
BR030,SKU0017,46,27,48,4.86,2025-09-20
BR030,SKU0018,62,21,56,1.97,2025-09-02
BR030,SKU0019,48,25,62,1.25,2025-09-25
BR030,SKU0020,69,14,27,4.87,2025-12-01
BR030,SKU0021,61,17,26,12.25,2025-11-10
BR030,SKU0022,44,12,60,14.25,2025-12-29
BR030,SKU0023,61,20,56,13.28,2025-10-23
BR030,SKU0024,58,13,67,1.09,2025-09-16
BR030,SKU0025,51,25,61,3.44,2025-10-03
BR030,SKU0026,60,13,58,1.98,2025-09-04
BR030,SKU0027,66,18,20,14.91,2025-11-20
BR030,SKU0028,58,26,67,5.5,2025-11-07
BR030,SKU0029,67,21,45,13.21,2025-10-19
BR030,SKU0030,60,16,49,14.53,2025-11-03
BR030,SKU0031,83,11,26,2.53,2025-12-19
BR030,SKU0032,62,20,31,10.66,2025-09-20
BR030,SKU0033,70,25,20,7.82,2025-09-26
BR030,SKU0034,64,11,22,13.87,2025-11-09
BR030,SKU0035,69,11,68,8.96,2025-09-19
BR030,SKU0036,69,27,50,5.15,2025-12-21
BR030,SKU0037,58,20,56,3.54,2025-12-08
BR030,SKU0038,51,12,49,13.09,2025-12-27
BR030,SKU0039,55,12,49,7.04,2025-09-11
BR030,SKU0040,62,24,69,10.35,2025-11-03
BR030,SKU0041,61,11,25,11.35,2025-12-17
BR030,SKU0042,45,21,39,2.47,2025-12-03
BR030,SKU0043,72,17,58,12.85,2025-09-07
BR030,SKU0044,64,15,67,11.89,2025-12-22
BR030,SKU0045,55,24,64,6.48,2025-09-02
BR030,SKU0046,74,11,30,14.6,2025-10-16
BR030,SKU0047,58,13,68,7.13,2025-09-28
BR030,SKU0048,59,11,39,8.92,2025-10-28
BR030,SKU0049,52,29,53,10.71,2025-12-26
BR030,SKU0050,46,10,57,13.5,2025-10-12
BR030,SKU0051,63,24,65,8.41,2025-10-22
BR030,SKU0052,62,17,20,7.63,2025-12-17
BR030,SKU0053,64,13,56,14.08,2025-09-25
BR030,SKU0054,47,14,24,6.44,2025-11-21
BR030,SKU0055,71,26,29,2.31,2025-12-28
BR030,SKU0056,62,26,30,7.51,2025-12-06
BR030,SKU0057,54,23,29,6.75,2025-12-03
BR030,SKU0058,53,29,26,2.25,2025-12-14
BR030,SKU0059,52,28,41,13.88,2025-09-23
BR030,SKU0060,59,25,53,8.47,2025-12-16
BR030,SKU0061,78,20,20,9.13,2025-11-21
BR030,SKU0062,70,14,36,2.81,2025-09-30
BR030,SKU0063,69,10,52,14.25,2025-12-21
BR030,SKU0064,68,20,25,6.83,2025-12-20
BR030,SKU0065,56,22,48,14.22,2025-09-30
BR030,SKU0066,59,14,52,5.92,2025-09-10
BR030,SKU0067,68,16,26,4.28,2025-09-29
BR030,SKU0068,75,14,57,2.0,2025-12-13
BR030,SKU0069,56,22,42,8.47,2025-11-21
BR030,SKU0070,54,20,41,5.42,2025-10-13
BR030,SKU0071,64,14,38,1.76,2025-12-08
BR030,SKU0072,65,15,33,8.64,2025-09-30
BR030,SKU0073,57,19,33,3.56,2025-10-28
BR030,SKU0074,64,19,47,6.36,2025-09-07
BR030,SKU0075,57,11,64,14.81,2025-12-13
BR030,SKU0076,57,12,22,5.28,2025-10-01
BR030,SKU0077,81,26,61,9.51,2025-11-15
BR030,SKU0078,61,27,33,2.34,2025-11-09
BR030,SKU0079,56,23,37,5.69,2025-09-10
BR030,SKU0080,51,28,66,8.27,2025-10-08
BR031,SKU0001,54,23,67,8.54,2025-11-13
BR031,SKU0002,45,19,33,5.6,2025-12-26
BR031,SKU0003,59,16,57,13.07,2025-09-13
BR031,SKU0004,65,18,51,1.21,2025-10-14
BR031,SKU0005,75,22,24,6.91,2025-11-21
BR031,SKU0006,59,20,39,9.19,2025-09-24
BR031,SKU0007,55,12,61,6.05,2025-10-11
BR031,SKU0008,53,27,62,4.69,2025-12-10
BR031,SKU0009,61,27,55,8.45,2025-12-26
BR031,SKU0010,67,29,52,14.73,2025-10-19
BR031,SKU0011,56,27,20,14.45,2025-10-11
BR031,SKU0012,55,20,46,6.6,2025-10-01
BR031,SKU0013,52,23,53,14.83,2025-12-10
BR031,SKU0014,59,17,53,4.85,2025-12-09
BR031,SKU0015,56,22,66,1.92,2025-11-06
BR031,SKU0016,59,25,56,7.72,2025-12-07
BR031,SKU0017,67,22,59,8.06,2025-12-20
BR031,SKU0018,56,12,40,7.85,2025-09-14
BR031,SKU0019,69,15,34,8.14,2025-09-19
BR031,SKU0020,52,19,33,7.15,2025-12-03
BR031,SKU0021,77,15,59,6.04,2025-11-23
BR031,SKU0022,68,28,64,4.99,2025-10-07
BR031,SKU0023,49,13,27,5.59,2025-12-23
BR031,SKU0024,61,11,39,14.05,2025-12-16
BR031,SKU0025,63,26,44,11.2,2025-12-05
BR031,SKU0026,55,23,35,12.03,2025-12-02
BR031,SKU0027,62,23,43,6.94,2025-12-17
BR031,SKU0028,77,23,31,10.04,2025-12-14
BR031,SKU0029,55,23,27,6.05,2025-11-29
BR031,SKU0030,75,12,39,13.9,2025-11-24
BR031,SKU0031,61,18,21,6.62,2025-12-28
BR031,SKU0032,55,23,38,12.01,2025-10-02
BR031,SKU0033,58,20,36,8.59,2025-11-24
BR031,SKU0034,51,20,49,12.36,2025-11-18
BR031,SKU0035,57,22,49,10.77,2025-10-03
BR031,SKU0036,59,11,54,4.26,2025-09-19
BR031,SKU0037,60,11,42,6.32,2025-09-20
BR031,SKU0038,61,22,24,5.9,2025-12-01
BR031,SKU0039,62,23,33,1.51,2025-12-20
BR031,SKU0040,88,11,40,14.17,2025-11-24
BR031,SKU0041,67,13,60,14.18,2025-11-10
BR031,SKU0042,75,20,59,14.3,2025-10-17
BR031,SKU0043,59,13,57,12.52,2025-10-25
BR031,SKU0044,52,28,58,4.69,2025-12-04
BR031,SKU0045,65,27,37,4.1,2025-09-05
BR031,SKU0046,51,19,66,2.54,2025-12-28
BR031,SKU0047,58,15,65,6.64,2025-12-12
BR031,SKU0048,61,12,52,13.1,2025-09-09
BR031,SKU0049,66,16,20,10.25,2025-11-16
BR031,SKU0050,62,11,62,1.51,2025-09-11
BR031,SKU0051,66,29,51,4.71,2025-09-09
BR031,SKU0052,57,14,39,10.82,2025-11-29
BR031,SKU0053,67,21,23,9.07,2025-12-22
BR031,SKU0054,59,10,22,9.64,2025-09-12
BR031,SKU0055,50,15,49,2.45,2025-09-27
BR031,SKU0056,66,18,53,6.88,2025-09-15
BR031,SKU0057,54,11,52,2.31,2025-10-29
BR031,SKU0058,52,29,24,1.16,2025-11-02
BR031,SKU0059,60,16,30,8.27,2025-12-28
BR031,SKU0060,67,13,22,13.15,2025-10-25
BR031,SKU0061,64,23,53,8.2,2025-09-09
BR031,SKU0062,61,13,32,9.51,2025-11-12
BR031,SKU0063,59,20,48,7.32,2025-09-16
BR031,SKU0064,61,20,63,9.6,2025-12-26
BR031,SKU0065,59,18,43,1.15,2025-09-09
BR031,SKU0066,59,19,34,9.81,2025-12-16
BR031,SKU0067,60,17,28,9.68,2025-09-08
BR031,SKU0068,45,29,39,8.06,2025-09-01
BR031,SKU0069,53,18,54,12.08,2025-10-11
BR031,SKU0070,64,25,66,5.54,2025-11-21
BR031,SKU0071,56,29,64,14.11,2025-12-01
BR031,SKU0072,71,13,34,10.26,2025-10-05
BR031,SKU0073,70,19,61,7.53,2025-09-23
BR031,SKU0074,59,18,28,6.35,2025-09-17
BR031,SKU0075,59,24,47,5.75,2025-12-22
BR031,SKU0076,54,22,59,3.19,2025-12-17
BR031,SKU0077,55,18,53,8.1,2025-11-14
BR031,SKU0078,64,14,35,10.73,2025-12-21
BR031,SKU0079,68,13,51,9.53,2025-10-10
BR031,SKU0080,53,28,48,4.15,2025-09-25
BR032,SKU0001,58,10,53,14.1,2025-12-25
BR032,SKU0002,68,29,45,8.86,2025-10-18
BR032,SKU0003,70,11,68,1.08,2025-09-26
BR032,SKU0004,56,27,61,11.2,2025-09-16
BR032,SKU0005,74,26,20,11.26,2025-10-23
BR032,SKU0006,58,29,32,13.07,2025-11-19
BR032,SKU0007,63,29,37,13.79,2025-09-30
BR032,SKU0008,53,19,40,12.93,2025-10-01
BR032,SKU0009,59,25,40,11.61,2025-12-10
BR032,SKU0010,77,23,59,12.19,2025-11-09
BR032,SKU0011,63,14,36,6.94,2025-09-15
BR032,SKU0012,61,21,21,12.06,2025-12-25
BR032,SKU0013,59,29,41,11.72,2025-12-26
BR032,SKU0014,65,14,54,8.63,2025-10-04
BR032,SKU0015,65,28,29,1.55,2025-11-24
BR032,SKU0016,70,13,41,13.15,2025-09-26
BR032,SKU0017,78,12,40,8.88,2025-09-21
BR032,SKU0018,53,26,61,2.03,2025-09-07
BR032,SKU0019,65,17,67,3.35,2025-12-16
BR032,SKU0020,64,11,64,13.34,2025-09-10
BR032,SKU0021,48,22,44,3.2,2025-12-21
BR032,SKU0022,76,19,52,4.37,2025-12-29
BR032,SKU0023,71,21,21,11.35,2025-12-25
BR032,SKU0024,61,29,49,3.6,2025-09-13
BR032,SKU0025,53,20,33,5.73,2025-12-16
BR032,SKU0026,60,16,33,4.85,2025-11-27
BR032,SKU0027,64,22,65,3.74,2025-09-21
BR032,SKU0028,56,27,31,11.0,2025-10-10
BR032,SKU0029,57,23,41,10.95,2025-10-21
BR032,SKU0030,64,18,23,6.33,2025-09-07
BR032,SKU0031,57,22,55,13.05,2025-11-06
BR032,SKU0032,66,13,31,1.09,2025-12-26
BR032,SKU0033,65,19,39,7.26,2025-09-29
BR032,SKU0034,49,25,42,6.83,2025-10-17
BR032,SKU0035,56,18,48,11.15,2025-09-20
BR032,SKU0036,65,19,51,13.71,2025-12-26
BR032,SKU0037,52,18,29,13.11,2025-10-27
BR032,SKU0038,66,23,57,13.64,2025-09-04
BR032,SKU0039,71,21,63,2.23,2025-12-01
BR032,SKU0040,53,11,26,9.62,2025-12-17
BR032,SKU0041,57,25,36,6.24,2025-12-15
BR032,SKU0042,60,27,51,8.46,2025-09-15
BR032,SKU0043,70,25,51,1.37,2025-09-19
BR032,SKU0044,58,11,68,9.24,2025-12-07
BR032,SKU0045,57,22,69,8.15,2025-09-21
BR032,SKU0046,71,21,40,5.16,2025-12-13
BR032,SKU0047,54,18,57,6.16,2025-09-05
BR032,SKU0048,48,18,61,13.15,2025-11-24
BR032,SKU0049,62,29,66,10.45,2025-11-29
BR032,SKU0050,63,10,63,13.63,2025-12-23
BR032,SKU0051,70,16,63,12.07,2025-10-02
BR032,SKU0052,54,13,59,14.48,2025-12-15
BR032,SKU0053,63,10,55,3.42,2025-09-02
BR032,SKU0054,54,28,54,8.87,2025-09-03
BR032,SKU0055,45,25,33,7.11,2025-10-30
BR032,SKU0056,60,15,31,3.8,2025-09-14
BR032,SKU0057,51,15,66,1.91,2025-12-26
BR032,SKU0058,55,27,36,1.89,2025-09-24
BR032,SKU0059,62,26,41,9.12,2025-09-04
BR032,SKU0060,51,25,65,13.03,2025-09-29
BR032,SKU0061,59,28,37,4.08,2025-11-25
BR032,SKU0062,49,23,63,12.67,2025-09-30
BR032,SKU0063,65,13,69,2.71,2025-11-14
BR032,SKU0064,61,12,47,9.71,2025-12-14
BR032,SKU0065,67,15,46,8.4,2025-11-16
BR032,SKU0066,64,12,29,1.43,2025-12-10
BR032,SKU0067,49,24,65,10.59,2025-09-18
BR032,SKU0068,52,25,48,10.67,2025-11-16
BR032,SKU0069,77,11,43,14.7,2025-12-19
BR032,SKU0070,53,13,34,5.16,2025-12-18
BR032,SKU0071,57,29,66,6.83,2025-12-07
BR032,SKU0072,71,27,44,5.27,2025-10-02
BR032,SKU0073,60,22,63,2.15,2025-11-25
BR032,SKU0074,62,11,59,7.24,2025-10-26
BR032,SKU0075,71,12,46,3.63,2025-10-10
BR032,SKU0076,80,23,58,13.93,2025-09-14
BR032,SKU0077,69,29,36,7.97,2025-11-01
BR032,SKU0078,70,11,68,7.99,2025-10-27
BR032,SKU0079,58,14,60,11.62,2025-11-23
BR032,SKU0080,77,21,24,2.19,2025-09-01
BR033,SKU0001,67,24,24,7.68,2025-12-11
BR033,SKU0002,67,13,36,1.57,2025-11-23
BR033,SKU0003,47,13,50,6.94,2025-11-29
BR033,SKU0004,55,12,33,7.32,2025-09-19
BR033,SKU0005,60,29,45,5.83,2025-09-26
BR033,SKU0006,60,28,43,11.4,2025-11-30
BR033,SKU0007,62,25,25,7.47,2025-11-26
BR033,SKU0008,55,29,54,10.92,2025-09-26
BR033,SKU0009,56,13,45,3.64,2025-10-22
BR033,SKU0010,57,13,45,1.12,2025-11-19
BR033,SKU0011,66,22,56,8.44,2025-10-02
BR033,SKU0012,52,18,47,3.14,2025-09-17
BR033,SKU0013,50,28,69,12.24,2025-12-02
BR033,SKU0014,67,10,59,13.5,2025-11-10
BR033,SKU0015,69,23,55,3.69,2025-10-07
BR033,SKU0016,69,21,68,2.03,2025-10-14
BR033,SKU0017,54,26,66,10.0,2025-12-18
BR033,SKU0018,55,27,55,11.15,2025-09-17
BR033,SKU0019,63,23,43,9.54,2025-12-25
BR033,SKU0020,69,11,25,8.19,2025-09-10
BR033,SKU0021,58,19,41,5.23,2025-09-10
BR033,SKU0022,72,27,34,10.99,2025-11-30
BR033,SKU0023,46,23,28,6.7,2025-12-18
BR033,SKU0024,69,21,65,4.57,2025-10-31
BR033,SKU0025,59,21,56,6.45,2025-11-09
BR033,SKU0026,76,28,53,8.29,2025-11-27
BR033,SKU0027,68,27,50,13.2,2025-09-01
BR033,SKU0028,73,17,29,5.75,2025-11-26
BR033,SKU0029,52,15,52,7.27,2025-11-26
BR033,SKU0030,62,11,50,4.02,2025-10-11
BR033,SKU0031,72,19,26,7.74,2025-11-01
BR033,SKU0032,65,11,37,8.61,2025-09-16
BR033,SKU0033,60,22,47,11.23,2025-10-25
BR033,SKU0034,68,29,65,2.0,2025-12-11
BR033,SKU0035,59,25,53,11.64,2025-10-30
BR033,SKU0036,53,14,37,6.48,2025-11-05
BR033,SKU0037,58,15,31,10.78,2025-10-10
BR033,SKU0038,69,10,58,1.56,2025-12-25
BR033,SKU0039,52,21,53,7.45,2025-10-13
BR033,SKU0040,63,24,21,10.77,2025-12-27
BR033,SKU0041,59,10,69,5.54,2025-11-18
BR033,SKU0042,47,10,28,1.29,2025-12-17
BR033,SKU0043,53,27,69,3.0,2025-09-25
BR033,SKU0044,45,21,41,3.54,2025-10-20
BR033,SKU0045,52,21,46,2.8,2025-11-09
BR033,SKU0046,67,18,64,5.35,2025-11-25
BR033,SKU0047,78,28,41,11.71,2025-09-26
BR033,SKU0048,52,12,56,9.12,2025-09-28
BR033,SKU0049,65,21,25,2.69,2025-09-27
BR033,SKU0050,46,12,42,10.61,2025-10-02
BR033,SKU0051,63,26,34,8.6,2025-10-25
BR033,SKU0052,63,14,53,8.55,2025-11-12
BR033,SKU0053,52,25,57,1.82,2025-10-15
BR033,SKU0054,57,10,22,9.04,2025-09-09
BR033,SKU0055,61,11,60,12.28,2025-11-09
BR033,SKU0056,62,25,30,8.74,2025-12-26
BR033,SKU0057,63,15,66,1.87,2025-10-23
BR033,SKU0058,47,22,37,14.13,2025-10-17
BR033,SKU0059,58,24,24,6.84,2025-09-25
BR033,SKU0060,71,14,45,13.1,2025-12-11
BR033,SKU0061,49,24,26,7.34,2025-09-27
BR033,SKU0062,59,18,29,9.72,2025-09-20
BR033,SKU0063,47,24,67,5.41,2025-09-30
BR033,SKU0064,56,20,47,6.0,2025-12-23
BR033,SKU0065,59,28,35,11.09,2025-12-13
BR033,SKU0066,57,23,43,6.14,2025-12-02
BR033,SKU0067,43,28,41,9.19,2025-09-16
BR033,SKU0068,55,28,54,9.52,2025-09-05
BR033,SKU0069,53,17,50,2.96,2025-11-15
BR033,SKU0070,58,22,36,7.04,2025-09-03
BR033,SKU0071,58,27,69,1.15,2025-10-26
BR033,SKU0072,57,10,22,9.09,2025-12-19
BR033,SKU0073,79,21,48,1.05,2025-09-12
BR033,SKU0074,56,11,59,13.41,2025-10-16
BR033,SKU0075,55,13,58,1.52,2025-10-16
BR033,SKU0076,66,28,35,3.51,2025-09-06
BR033,SKU0077,68,19,69,14.04,2025-12-24
BR033,SKU0078,53,24,51,8.74,2025-09-08
BR033,SKU0079,57,18,67,12.43,2025-11-07
BR033,SKU0080,60,29,43,10.25,2025-11-01
BR034,SKU0001,71,28,59,1.03,2025-11-14
BR034,SKU0002,58,12,46,11.7,2025-11-07
BR034,SKU0003,56,24,34,10.3,2025-09-29
BR034,SKU0004,74,28,29,3.2,2025-10-07
BR034,SKU0005,68,27,54,13.83,2025-11-23
BR034,SKU0006,67,26,50,11.5,2025-12-29
BR034,SKU0007,58,16,23,11.32,2025-12-27
BR034,SKU0008,63,18,59,14.88,2025-11-27
BR034,SKU0009,51,27,69,12.72,2025-11-27
BR034,SKU0010,66,26,46,9.57,2025-11-15
BR034,SKU0011,65,12,55,10.59,2025-12-14
BR034,SKU0012,51,14,57,3.18,2025-11-25
BR034,SKU0013,61,18,48,10.38,2025-12-27
BR034,SKU0014,55,21,48,13.13,2025-12-08
BR034,SKU0015,67,23,32,11.73,2025-09-19
BR034,SKU0016,66,17,20,13.87,2025-11-26
BR034,SKU0017,61,21,68,6.58,2025-12-23
BR034,SKU0018,77,18,68,12.45,2025-10-08
BR034,SKU0019,73,14,38,11.77,2025-12-17
BR034,SKU0020,57,27,20,12.27,2025-11-20
BR034,SKU0021,60,14,55,7.05,2025-09-22
BR034,SKU0022,64,17,41,5.67,2025-12-10
BR034,SKU0023,49,27,38,7.78,2025-11-10
BR034,SKU0024,64,11,32,3.72,2025-09-02
BR034,SKU0025,65,10,62,3.54,2025-11-03
BR034,SKU0026,54,21,52,12.61,2025-11-22
BR034,SKU0027,56,26,49,5.24,2025-11-06
BR034,SKU0028,64,29,33,11.91,2025-11-06
BR034,SKU0029,47,16,60,1.95,2025-11-23
BR034,SKU0030,52,26,23,14.27,2025-10-28
BR034,SKU0031,55,22,61,9.12,2025-10-17
BR034,SKU0032,58,24,66,14.56,2025-11-15
BR034,SKU0033,66,21,40,14.94,2025-11-11
BR034,SKU0034,57,26,55,5.71,2025-09-07
BR034,SKU0035,73,20,52,9.38,2025-10-14
BR034,SKU0036,65,10,51,7.34,2025-11-02
BR034,SKU0037,61,13,40,1.33,2025-12-27
BR034,SKU0038,63,19,59,10.28,2025-12-13
BR034,SKU0039,54,12,39,2.84,2025-12-15
BR034,SKU0040,88,24,61,5.59,2025-09-25
BR034,SKU0041,53,14,34,5.54,2025-10-16
BR034,SKU0042,63,20,65,3.42,2025-09-17
BR034,SKU0043,63,11,31,4.87,2025-10-24
BR034,SKU0044,66,28,34,14.63,2025-10-10
BR034,SKU0045,54,29,32,11.46,2025-10-11
BR034,SKU0046,65,24,40,8.08,2025-12-04
BR034,SKU0047,42,24,55,10.44,2025-11-14
BR034,SKU0048,66,18,44,14.57,2025-12-04
BR034,SKU0049,57,17,53,12.8,2025-09-26
BR034,SKU0050,54,23,66,11.48,2025-11-19
BR034,SKU0051,64,21,65,8.44,2025-12-24
BR034,SKU0052,73,22,25,5.8,2025-09-19
BR034,SKU0053,58,13,31,5.05,2025-11-12
BR034,SKU0054,57,29,44,5.86,2025-09-27
BR034,SKU0055,57,21,24,2.47,2025-12-08
BR034,SKU0056,47,18,41,5.7,2025-11-16
BR034,SKU0057,70,18,68,14.27,2025-11-30
BR034,SKU0058,77,19,30,8.3,2025-12-05
BR034,SKU0059,54,15,60,6.14,2025-11-23
BR034,SKU0060,67,14,40,5.26,2025-12-12
